
serial,room,asset,id
LR05BYGD,10203,3519,ef09b6c4-ed55-46d1-a147-7e66769e5fc5
LR05XQWM,10203,3520,25ed8580-66c3-43af-aa3c-e2d3cc4100ba
LR05XQXK,10203,3521,747dad6c-0ea7-4518-aa9b-4c32032b70d4
LR05XQWT,10203,3522,4b60765e-7dc2-4fd0-aae0-0b00f4a33b1b
LR062U0K,10203,3523,3262fa47-c8fc-447f-96e9-52c47a3ec731
LR062U1Y,10203,3524,7bc337dd-260e-4887-9eed-3a71573fa58e
LR062U0D,10203,3525,0b26b3dd-5f3e-4faa-8c4d-f36fc6155885
LR062TYN,10203,3526,39f4de92-fb64-4818-984a-727c759692dc
LR062TZG,10203,3527,1be2357e-1943-47d7-b1f3-ac79d1c1d341
LR062U0X,10203,3528,d4a0bb5c-ffdc-4a27-b511-d11a4fdb1b83
LR062V7H,10203,3529,aac6e73f-016f-44d2-9169-59a82b8f530d
LR062EGV,10203,3531,f0ce6050-5c30-453b-aa51-b5b35fb57e9d
LR0634VL,10204,3456,613322e1-b9d0-466f-b135-9af312a2def9
LR0634DM,10204,3460,826c8f80-36b9-412c-b0f4-074b2b8e9513
LR062TXB,10204,3461,42637aa1-d90e-4334-a737-a25cbc230396
LR062VFZ,10204,3462,59f89282-2886-416c-a2c3-d76abf8c89c1
LR05XQX6,10204,3463,bb51dd82-69c8-49a6-abad-27eb82106839
LR062EH0,10204,3464,fad1a207-64c3-4cee-b90b-1e4655a697b4
LR05C959,10204,3465,22fc1b73-9506-44c2-a40a-725eab4a3d52
LR05C942,10204,3466,28a8e403-47ce-4c14-bdce-a6d4291b4d35
LR05C946,10204,3467,abe77447-efcd-47be-9365-af3f105f1e60
LR05C93W,10204,3468,32436b5e-8751-480a-8dcc-7d84db1b9600
LR05C92W,10204,3469,96952326-5745-428c-8294-a080c0dabb3d
LR05BYRD,10204,3470,7af69556-1b32-423b-b1bb-5d369b181c78
LR062TXS,10204,3471,caf66cfa-6ff4-41dc-adff-a40b891ecbcb
LR062TY1,10204,3472,6a44011f-2ae9-4fe4-ad09-3e4a5382d927
LR062TZ4,10204,3473,72cafc9f-d08e-418a-b813-f1c9dedb4206
LR062T6V,10204,3475,ab2d5aca-b1c2-41ca-9f4f-70b14b0ce890
LR062T6Y,10204,3476,03f91c1a-db03-4170-a52e-1e14a30806fc
LR062TZR,10204,3477,55540f65-0d54-4100-a408-1e453367382f
LR062UW7,10204,3478,2153d123-05b7-4c01-9ab9-d8a1fbfa9559
LR062TXU,10204,3479,858ea4a4-85a3-451b-8c8d-4c911db9482b
LR062TWG,10204,3480,fcb88945-463a-4344-b076-dbc65c6cdc13
LR062TZN,10204,3481,2df89cff-dea2-4586-ba2d-c25b8f1e44ca
LR062TWY,10204,3482,1a461ff3-81f1-4026-b57a-00869e87f535
LR048PTA,10205,2965,26106d91-9fd4-4afb-bbd7-1d004e513b31
LR048PTG,10205,2966,93f1ab58-6e66-45e5-89bb-2006023bc7f9
LR048PTV,10205,2967,e38aa0d3-cff3-4256-96d7-0e5349df5297
LR048PW9,10205,2968,5cad03ad-da9f-4fb2-b1fc-74638759ce6b
LR048PSU,10205,2969,f3b9646f-b04b-40e7-932c-892dfe2bc76f
LR048Q0N,10205,2970,c3d3bde7-2ad2-4e18-a251-51a4cafa689d
LR048PQH,10205,2971,048f6b72-8abb-4695-a225-2b1f8207876a
LR048PQ6,10205,2972,8c82ad10-9a67-4738-a49b-4abdc127c92d
LR048PQU,10205,2973,faf34a53-ed89-429a-babc-59eb48c5256c
LR048PRZ,10205,2974,515baf18-7881-409e-9071-5b9debd7d8ef
LR048PRA,10205,2975,9d44839e-2413-4816-9dab-5147dfd013c9
LR048PRH,10205,2976,7b05db50-5d89-4439-9624-dd953494d48d
LR048PST,10205,2979,03115384-6732-4c0f-b1a7-9783b6f206de
LR048Q2T,10205,2980,f9e7f317-3570-4bde-84d3-10c1cd47854c
LR048PR3,10205,2981,33875adf-17bd-4776-8031-42227b60fa1f
LR048PPV,10205,2982,4bf7250e-39c6-43ec-89d4-e6a3eb665c6d
LR048PT3,10205,2983,7d967403-c583-4252-a023-830ca377ba01
LR048PT0,10205,2984,822564ea-46e3-40eb-a544-a8ae24daf641
LR048Q7S,10205,2985,cf634156-2be7-438d-aa25-c5e009a71869
LR048Q7Q,10205,2986,1288c1b4-7ea6-446b-9b8b-c13ca584106a
LR048PT5,10205,2987,dda275ba-df8a-4e6b-8a4e-2ac99165e42c
LR048PSF,10205,2988,761f8307-9a9c-4ba5-8f4c-3fc14f120c6a
LR048QKL,10205,2989,183e277b-ab9f-46cc-9b09-9929395bd9e0
LR048PS7,10206,2991,40c27cb6-4fc0-4bf5-aece-9be9f5b4b3da
LR048PSR,10206,2992,af30cb72-ca73-4df8-b189-3f59f810f964
LR048PQ4,10206,2993,60ca98a9-87da-412f-adf0-78e86e4560b3
LR048QKV,10206,2994,619deb4c-fba1-4de0-b500-eedace864d02
LR048PQD,10206,2995,d066e654-3b57-4a0e-a607-8b5c83f816dc
LR048PRW,10206,2996,7275280c-ba49-4536-9067-5eedf7b86221
LR048PQ7,10206,2997,6a230385-0593-4819-be37-b3499fd5dce3
LR048PR1,10206,2998,627c9b6e-b7cd-42a9-8bd1-f21519c05767
LR048PR7,10206,2999,ff1c322d-8688-4b61-8b18-df7e7189d2df
LR048PTY,10206,3000,82b32411-1337-4c41-abfe-83062d4fffc0
LR048PTE,10206,3001,5d106a17-928c-43eb-bfa4-37fc4a8d8d30
LR048PR8,10206,3002,d547b7c2-f62c-4dfa-b053-7108ce2520b7
LR048PRB,10206,3003,499c9d6a-7364-4df6-abf2-6b8aafaf1cd4
LR048PUX,10206,3004,b5221438-7228-4fe0-8e6e-1c58750283f0
LR048PQL,10206,3005,99e7e05c-e1fb-4b17-9c2f-e4d83e82f2ae
LR048Q86,10206,3006,ef9ad357-3be7-4780-b5ec-a5861790a160
LR048PRR,10206,3007,10c53734-f7d7-4407-92ff-7a25c2fb4b43
LR048PQQ,10206,3008,10233cf0-ce55-4e97-becd-2019e6b8c22e
LR048PQT,10206,3009,df6c7d65-e99f-4628-8268-e2ea925a0f74
LR048PRM,10206,3010,ac80d795-385b-469b-85da-e3b4efef52b6
LR048PQN,10206,3012,0c889cc0-7a7e-4875-ac11-a6770cedc45c
LR048PQV,10206,3013,978644e3-3381-41b3-a4e5-67d7b89ac045
LR048QKP,10206,3014,376f07e4-4a70-4a8e-a84c-51563ba7d644
LR048PSJ,10206,3015,9064e3b0-b233-4c83-a98c-ecc3aee5f079
LR048QKF,10206,3016,ba81eea8-96a0-45e7-9a1e-2c98f9c2d510
LR03Y7EC,10208,2089,c6f1994d-73d5-4556-aca9-e20ed222d315
LR03XXWA,10208,2090,1d093f1f-1f62-473f-bf70-ddeee6b93b53
LR03XXZV,10208,2091,45bfce16-b720-459e-93a2-d42be116bdad
LR03Z15C,10208,2092,2615b4fe-e11e-4001-8966-151ac7f12b67
LR03Z15F,10208,2093,5d498c67-9e7a-4b62-ba9d-5ec5d87622d4
LR03Z1AR,10208,2094,13c565fc-0566-44c7-9ebf-925cc684317e
LR03Z1AS,10208,2095,d2d6dced-5adb-4500-b523-ae3a0fe262c4
LR03Z15Y,10208,2096,07de3a8f-3130-4ca9-8c06-b64bb6ba36e0
LR03Z1BP,10208,2097,dce92ed7-6064-49a9-be4f-177d78e13d9a
LR03Z16A,10208,2098,90e684cc-1da4-4a4f-98ca-6af6fafa0832
LR03Z186,10208,2099,8146931d-4ead-4a9e-b892-19723567d07d
LR03Z161,10208,2100,ce26aa6e-b927-4dee-9f84-247d2a9f7975
LR03Z1A2,10208,2101,b279b714-fd8e-4ad2-94f7-f6a7dae2f3b1
LR03Z1A7,10208,2102,c8526759-4b69-4178-b8a0-f7e57f8d8948
LR03Y7SF,10208,2103,cd317583-7507-49d5-80a2-1a7db463ddb1
LR03Z169,10208,2104,16706402-9290-497f-9af2-ddaaf2ecdac0
LR03YA0T,10208,2105,7a6fb034-c6c5-43c8-bf05-f6e81d4e34e8
LR03Y7B8,10208,2106,2edf8f49-3ed8-4a1a-a16e-7d774116f063
LR03Y7N3,10208,2229,969c7225-d345-476d-8349-7e67097e0ce0
LR03Z15A,10208,2230,a2c80761-ec12-418f-8806-de3aa02a1660
LR03Z15T,10208,2231,fab4f455-c3a6-4586-beef-c67793079eb9
LR03Z1AJ,10208,2232,4fb2e126-e9a6-4751-a373-b7700efcb072
LR03Z19T,10208,2233,77475977-63de-4f48-9d70-e3d28698f3ea
LR03Z1A6,10208,2234,7720965e-7960-46b0-99d6-3e065b0417cb
LR03Z1A3,10208,2235,9a480d54-c2f5-46cf-9bbe-074945ef7cf9
LR03Z1BF,10208,2236,db3fa3b0-7389-4032-9ce2-967016b2331f
LR03Z19V,10208,2237,1c9a6711-26d5-43cc-ba92-a1a1eecf39d2
LR03Z19D,10208,2238,6ea4e419-f63e-4cf3-83b9-0955e04071ac
LR03Z19N,10208,2239,03191636-00b4-4bbb-805a-b2d82dac47f3
LR03Y7RV,10208,2240,7128ab12-8478-4db3-a0c6-04e0419d5a54
LR048PV6,10209,3017,d433718e-044f-463d-8e5a-9cc9e01f5da7
LR048PPW,10209,3018,bb74438d-1b4c-467a-8438-29575c14f7f5
LR048PUK,10209,3019,56079972-6103-4562-8cf9-0ea5f0dcda2f
LR048PUY,10209,3020,773c39e9-7a46-48f4-ad63-974e53fee873
LR048PXH,10209,3021,69b04bc3-f805-47eb-85be-7af0f22644d0
LR048QKB,10209,3022,adef7cb0-240d-4dd3-a0a4-f4f1b0419f1a
LR048QKG,10209,3023,2c15a539-235a-446a-b747-627099d2a410
LR048QKE,10209,3024,6ea8d138-a163-4709-b93b-9830f78d045f
LR048QKH,10209,3025,69571dfe-9ca6-4f22-817a-b0c024dfa852
LR048PWR,10209,3026,aafe58b8-357c-4f32-9216-c2d101f6ea48
LR048QBP,10209,3027,e709d9d9-9e02-414b-92da-862bf96f7b9d
LR048QKS,10209,3028,66cd8630-01d0-44d7-ad27-b76e40f792b2
LR048PRP,10209,3033,ddf2a11a-9b23-47a6-a4d3-97e667bcd732
LR048PRY,10209,3034,53bba569-0012-41cb-b455-482569965ccf
LR048PU7,10209,3035,40bb17d7-7471-43ab-b91c-11a6cb6073ce
LR048PSG,10209,3036,39d89e8d-cdb6-4914-9f9e-7e380f938227
LR048PQS,10209,3037,d088a725-6838-4d0f-85c5-fbb82a419df4
LR048PSK,10209,3038,dd6c652c-a6d3-4779-b89d-91bd222f4ce9
LR048QKM,10210,3043,9f2810fb-cc68-4f26-8f28-9ebfa6c3cb74
LR048PQR,10210,3044,9cf5dde2-e281-426c-87f3-3a01a7daebdf
LR048PQ5,10210,3045,f0a7fe9c-7c9e-4b0e-b07d-2f3381825106
LR048QKU,10210,3046,62f00083-f888-4ecb-875b-6f4dadb43588
LR048PQY,10210,3047,27ea3bb5-8a9d-4f83-8572-7eeac5d83eaf
LR048QKN,10210,3048,03a7a911-6843-4557-865e-c36d71a36ea9
LR048PRV,10210,3049,6c7122ec-67b5-48ba-bb86-f9e8bc979ddc
LR048PPU,10210,3050,7d96bc73-511d-495f-807e-294f1dc69e75
LR048PRC,10210,3051,66c5ac3b-91a1-4951-8538-31901dff08d9
LR048PTH,10210,3052,e37c5a93-0245-4309-9d39-de2ce0e1b653
LR048PPY,10210,3053,e3fc815c-dc3e-4ae8-bdd9-58d9a987a67c
LR048QAY,10210,3054,666128a3-8ff2-4127-a1a9-ecd3172be358
LR048PS9,10210,3055,2966b777-6073-450a-a82e-13f21682a1d9
LR048PTJ,10210,3057,7ff46e99-0eca-450c-b065-3231cd368bfd
LR048PRT,10210,3058,94aad158-6388-4c0c-aadb-84d9e6ee78c3
LR048PTU,10210,3059,6a47d9d1-939f-452b-9d0d-be61e0d4b58f
LR048Q91,10210,3060,290fd3e9-3926-4101-a832-b636b70969a2
LR048PQX,10210,3061,456e57c8-11c4-413a-9fe4-86edd93542a7
LR048Q8M,10210,3062,0e5cbc6a-abfc-4bb5-96cd-ffc7d50cb119
LR048PS1,10210,3063,f4304a5a-ac9c-4ea3-ab0f-94e5d3091b23
LR048QC6,10210,3064,025cb1de-a438-4dfd-b2aa-33101bfd04c1
LR048Q9E,10210,3065,62806443-adc3-4dbf-ae16-340272c82779
LR048PQ9,10210,3066,f132e1f7-5b7c-40a8-97c3-606bf6f99517
LR048PR4,10210,3067,f7331187-1bbc-4aa4-b433-b6d30dd6a962
LR048QEW,10210,3068,3ff5e2c9-d88a-4e50-a90f-e4698c0837ef
NXSHEAA00241305AB97600,10214,1798,5c30cfc9-d9b4-485e-8fdf-7b4e752b4aa1
NXSHEAA00241305B027600,10214,1800,e2e4b5d8-10a7-4741-9e41-a482e5aaca52
NXSHEAA00241305B1D7600,10214,1810,81c81678-ce60-4f16-8d9e-7c1c2b92fc6b
NXSHEAA00241305B3B7600,10214,2051,8a8b5fe3-6579-4509-9c48-812e3e62f836
NXSHEAA00241305B057600,10214,2088,9e7c99b5-c5bd-4d05-9908-56a431754ea0
NXSHEAA00241305C287600,10214,2247,07535632-8bcc-42d7-892d-177b49ae62b1
NXSHEAA00241305BDA7600,10214,2248,21f63d58-d1d6-4487-8357-11efeb109a54
NXSHEAA00241305C4F7600,10214,2249,21e2c996-756a-4479-ac16-36590981fbaf
NXSHEAA00241305C497600,10214,2250,f90f1371-9d31-41da-bd31-b5d3bfd44995
NXSHEAA00241305B357600,10214,2257,f5bde664-dd11-4f69-86ea-3ad30935b653
NXSHEAA00241305C217600,10214,2264,9f8bb769-b93e-43ec-ac53-2962276bbddd
NXSHEAA00241305BF37600,10214,2267,2c8d3b9f-5e1e-40cd-9cf1-788a9efda7d1
NXSHEAA00241305C2C7600,10214,2275,ae04391f-19e2-4322-ba3d-4e570335e3de
NXSHEAA00241305C027600,10214,2286,6e6b3f3e-dc6d-4bdb-836d-8d7256881243
NXSHEAA00241305C067600,10214,2287,2bbd9b11-9482-4116-9383-64db1934de9f
NXSHEAA00241305B557600,10214,2291,9acaa853-52c2-4004-b301-12f6d1e102b2
NXSHEAA00241305B9C7600,10214,2298,f8617c6e-5dfd-4038-966b-87f5521c4c33
NXSHEAA00241305BE07600,10214,2302,1cc5455f-d4f5-4364-8c6b-f1093e03a66f
NXSHEAA00241305C557600,10214,2304,903f89c9-d431-43c9-9479-ad3561037876
NXSHEAA00241305C417600,10214,2305,bc101c86-b054-44b5-b184-b29d6b044ee4
NXSHEAA00241305C2F7600,10214,2309,fc88cc4a-0087-441b-a41a-fc91bad15d29
NXSHEAA00241305A6C7600,10214,2414,aea37375-d135-444b-9068-e983cf44f143
NXSHEAA002413061AE7600,10214,2479,14b34326-90eb-4b0f-863f-7e5e92ba1f92
NXSHEAA00241305A6D7600,10214,2481,8f6a8e42-eba2-49b7-9089-6e998de69d29
NXSHEAA0024130618F7600,10214,2487,e5e2f959-dfa7-4169-8c78-89428622f30c
NXSHEAA00241305BF27600,10214,2492,f3387df6-c9e2-4e70-b90e-22705aea7989
NXSHEAA00241305A447600,10214,2498,69be2ffa-ea95-433a-8db7-99a78f3a79af
NXSHEAA00241305AF87600,10214,2521,d47f4bbe-fd3f-499a-a674-6b779331df2e
NXSHEAA00241305C107600,10214,2523,8e65852d-37de-4dd9-ae5f-25428278258e
NXSHEAA00241305BED7600,10214,2524,a4a0e963-8439-4e2d-8fa1-9f8814fbab1b
NXSHEAA00241305C187600,10214,2525,b80a8ec1-95ef-4d92-ac3d-44e85be84913
NXSHEAA00241305B8D7600,10214,2526,1fc91a70-65f8-4637-9de7-8d30badb2b4e
NXSHEAA00241305BC97600,10214,2527,9bdef5dc-edb5-4a2a-b0da-ac625f3bfb10
LR03Y9ZX,10215,2139,fe551de5-0825-4ba1-82d1-bce4ee35e753
LR03Z166,10215,2140,085aab1b-8c4a-4d36-a1be-d0cac0cda080
LR03XXX2,10215,2141,251bb5db-f56a-408a-9c27-d277786052a8
LR03XXZC,10215,2142,2b88b625-597e-464e-b49c-460cff424117
LR03Z1AW,10215,2143,817651f8-9d7e-4254-bc0c-5ef4eac4f448
LR03Z152,10215,2144,a6d2d4a6-d87c-4f01-9840-a026ad6a072b
LR03XY21,10215,2145,00613e9c-8673-43e4-b9bd-f8367ecde6ed
LR03YA0R,10215,2146,f0ae756d-7832-4312-88fd-a8b288653e25
LR03Y9YV,10215,2147,d299bd13-61bd-44e4-b147-838e0a66e1ac
LR03Y9ZV,10215,2149,52d03dfb-05a2-4591-aeb7-eaa27b737da0
LR03Y9X0,10215,2150,8991caa0-4ba8-4687-a991-a8c34d56e1e8
LR03Y8P0,10215,2151,53a89877-4c4f-4d6b-8aa9-b08162af93c7
LR03Z15H,10215,2152,2e3bb623-6a08-44cb-b012-26b5260214e5
LR03Z17B,10215,2153,80525e5a-4817-4c35-b182-041d5535a9e1
LR03Z18Z,10215,2154,59793e65-f0c2-4fe9-b3df-775d1babe21e
LR03Z18W,10215,2155,3881238b-0700-410c-8254-6d7207d41dc7
LR03Z19L,10215,2156,b2171cff-a826-4a48-acdd-19b4703f04cc
LR03Z1BK,10215,2157,0054ca83-f773-4673-aea3-3d794fd89e22
LR03Z16J,10215,2158,c4d9f013-d720-46ca-b149-b01623150749
LR03Z1A0,10215,2159,55067799-8e00-4ce7-9fda-63b614b91eba
LR03Z1B8,10215,2160,14c4c234-f6c4-489e-ae02-bf9b0e54e1e5
LR03Z19Y,10215,2161,b465ab84-d424-441f-8138-43bdc51c634e
LR03Z17R,10215,2162,4a839213-836b-4faf-8a78-9c854d9639cc
LR03Z18R,10215,2163,9afcf7b2-a20c-4111-8054-02aa420c742c
LR03Z188,10215,2164,6ad1db81-74e0-4cab-ae05-bfcbb79546e5
LR03Z1AC,10215,2165,2ddcda91-ebb5-4bc6-a65f-4b7c46b61fb8
LR03Z162,10215,2166,55ace623-06c2-4e2b-bb60-d7595001b914
LR03Z19B,10215,2167,b3e8dda0-c77d-4876-8dfe-75f6c76b3fdf
LR03Z18F,10215,2168,1fb8810c-ad30-499b-b8de-edec3d190c81
LR03Z172,10215,2241,9fa9ac1e-c7d1-496f-b63d-4231a386ef30
NXSHEAA00241305A9A7600,10216,1772,f5ab50b5-00c9-4901-b28b-170e1af56bbe
NXSHEAA00241305B637600,10216,1773,b09561b0-b6df-4f26-a856-a45c09bf3c99
NXSHEAA002410025967600,10216,1774,db690e17-fdff-4134-a3ef-446858163917
NXSHEAA002410025347600,10216,1775,c5af5f93-db6f-4391-9cfa-67d25b8b43d0
NXSHEAA00241305B3E7600,10216,1781,577a9514-d4e3-4b21-ad79-ecdc4b82a1a9
NXSHEAA00241305B457600,10216,1788,6374b1dd-534c-41f8-a56f-24e3e49d380e
NXSHEAA00241305B227600,10216,1804,cdeb7e37-506b-4b4d-b99a-2c29b78589f1
NXSHEAA00241305B497600,10216,1805,81dfa543-3ef5-470b-9490-bb507e8581e2
NXSHEAA00241305A7C7600,10216,2055,0fc9b6d7-18e0-4cbb-a537-8e145d68d7e4
NXSHEAA00241305B117600,10216,2063,2beb4d77-e484-4e9a-ab8e-5be7a14ad325
NXSHEAA00241305B187600,10216,2064,e397e975-01bb-438a-8e24-916808af3f76
NXSHEAA00241305AE17600,10216,2065,07c20597-37f9-408c-b3cb-f4797434b0d6
NXSHEAA00241305B0D7600,10216,2074,8ef4130a-5fb2-4a1e-943f-b7c8a5417201
NXSHEAA00241305B487600,10216,2076,96ab70da-0f9f-4ac7-ad3a-acc07ed0ad40
NXSHEAA00241305B177600,10216,2077,113bd14b-fc11-43ca-abd3-6750315ab3ab
NXSHEAA00241305AD47600,10216,2078,b3156f64-5fd8-49e1-80d7-064140bf779b
NXSHEAA00241305B447600,10216,2079,ae57dfa0-9dd3-484a-bbed-972aac294372
NXSHEAA00241305B2F7600,10216,2080,5fb90840-03d4-491d-9151-b2ca74bb95f7
NXSHEAA00241305C667600,10216,2242,67e77079-5bbd-40bb-ac6f-83fadb6f6aca
NXSHEAA00241305C037600,10216,2273,92a0cdf6-d9b0-4346-bcf7-5e11b28e38ae
NXSHEAA00241305C007600,10216,2276,dd82bc66-d098-45a9-92f1-f65c3f35cce1
NXSHEAA00241305C3F7600,10216,2282,6017bd94-f44d-4260-b1d0-ec490cade1a0
NXSHEAA00241305BE67600,10216,2283,b2fc312c-e08e-401d-bf1b-3a1226e63809
NXSHEAA00241305C247600,10216,2284,31987f36-ede8-4f2b-bb13-76f1cdd7a488
NXSHEAA00241305C097600,10216,2285,fa64db6a-4312-459d-82af-432e0f0ca8b7
NXSHEAA00241305C437600,10216,2306,6e8264f5-3e00-44e6-8ead-5ff5c0a80911
NXSHEAA00241305BEA7600,10216,2308,3fec0997-ab7d-42c5-9b1b-6105d100b67b
NXSHEAA00241305C127600,10216,2316,9326d594-efc0-451d-8f9c-783f2f3de072
NXSHEAA00241305B147600,10216,2413,d6a1139f-414b-4bb6-94c5-4c92301d02a6
NXSHEAA00241305B217600,10216,2415,abe18a12-fea0-4f57-9f26-e46b0fcb7f2d
NXSHEAA00241006A537600,10216,2427,a35b8758-f034-4c55-8739-bcca0ea1e246
NXSHEAA00241305C4D7600,10216,2531,059061bb-6ade-4eff-bbc0-c0c8be944e2b
NXSHEAA00241002E1B7600,10216,2485,c3c3c6af-d4e6-456e-8e30-f9f30937b8ca
NXSHEAA00241305B407600,10218,1776,3d878576-9d08-49e8-b83a-8022d21339fa
NXSHEAA00241305AFA7600,10218,1783,806d38d4-65c3-46e2-9e78-551b9bb8adba
NXSHEAA00241305B2D7600,10218,1789,2b76b60f-affe-4c1f-aeba-aeb0cbb1b2e1
NXSHEAA002410023AD7600,10218,1790,7e2d5776-b476-4dc2-b23f-28a0bd7d5d63
NXSHEAA00241305B377600,10218,1791,3af05514-0e86-4122-ac08-2463e70693ab
NXSHEAA00241305B287600,10218,1792,1f808a58-f697-4f2a-83ac-113e36e9f320
NXSHEAA002413059527600,10218,1793,be59abd0-2065-4969-ad95-2dd4f82c44c5
NXSHEAA00241305AED7600,10218,1794,f00c5b8f-590f-4f52-b4a4-52bd7060b628
NXSHEAA00241305AFD7600,10218,1795,123b9d20-8107-4f24-898c-eb7489ddfa9e
NXSHEAA00241305B077600,10218,1801,a5578165-836a-475a-9e03-b0a88b443e89
NXSHEAA00241305B037600,10218,1803,2a9fea4d-6524-4ec1-bd92-ab45bcb5e80f
NXSHEAA00241305B257600,10218,1806,2794656a-54de-441e-9c8e-5de9e4cc178b
NXSHEAA00241305B687600,10218,1807,c7deafb1-58e6-4995-b760-62330a954be2
NXSHEAA0024100255B7600,10218,1808,7bc10d55-2bf6-4145-bdf9-64852a20b51d
NXSHEAA00241305B387600,10218,1809,af7b93cd-0b9f-4b6f-a918-984e567d9543
NXSHEAA00241305B667600,10218,2050,388461d4-7ac5-4ef0-8e46-f01944418e8c
NXSHEAA00241305B367600,10218,2056,bcf433e7-1d78-426f-8101-b3a444a72740
NXSHEAA00241305B107600,10218,2057,e2ddfa2e-96bb-44c3-b4a4-b83c5cbfef96
NXSHEAA00241305B0C7600,10218,2059,759bd269-45d1-4530-874e-853a85a05e26
NXSHEAA00241305A357600,10218,2061,2e768b68-94fc-4980-8c9f-d536d11ec344
NXSHEAA002410024717600,10218,2072,efed0d31-9156-4d20-bb75-7fbccd4d2b96
NXSHEAA00241305B427600,10218,2075,b153be6e-d867-4ec3-9827-d56840bb8b9f
NXSHEAA00241305B397600,10218,2081,b780fe33-3c59-4007-bc4c-305571fb5388
NXSHEAA00241305C597600,10218,2307,eda3aeb5-3084-457a-80ba-f2db7a69afad
NXSHEAA00241305B717600,10218,2412,a970da53-0061-49e4-9a7d-372f8575a538
NXSHEAA00241305B6C7600,10218,2416,f7428d31-a917-423c-a750-2cfdcdffd05a
NXSHEAA00241305B5E7600,10218,2426,9c88ade9-8156-4d73-a291-5d063ccfd0b4
NXSHEAA00241006AE87600,10218,2428,f24d7a51-e233-4952-9150-55875ab75c1d
NXSHEAA002413061977600,10218,2458,b2dad42b-234e-4f48-b963-a1ab9a222fdb
NXSHEAA00241305A707600,10218,2490,c485cefd-49c2-4824-bc21-c755484136d9
NXSHEAA00241305C3A7600,10218,2504,76fbce26-e505-440a-9733-b5460803431e
NXSHEAA0024130598F7600,10218,2519,67d6f679-0593-42bc-8273-fb1213de3d25
NXSHEAA00241305C0D7600,10218,2522,694902e3-3cd9-4a3b-99c9-4c7bb4c8994e
LR03Z17E,10219,2169,766a2805-7f40-4652-b6b1-10b30a59dbb0
LR03Z17P,10219,2170,380eaa0f-ed36-40b9-b7c2-a268384c665e
LR03Z15X,10219,2171,a0f5180a-ad70-426d-acb3-3201cc5505ee
LR03Z157,10219,2172,f3ae5735-6edc-4d9b-bd76-fc64884ea7ae
LR03Z15M,10219,2173,0a532cb9-523f-4014-966f-f7be774afc5f
LR03Z183,10219,2174,022d7496-416a-4372-b36c-8f689b30b583
